i,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
57,38,self-employed,single,university.degree,no,no,no,telephone,may,thu,459,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
58,33,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,11,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
59,32,technician,single,university.degree,no,no,no,cellular,aug,tue,264,12,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
60,41,admin.,divorced,high.school,no,yes,no,telephone,jun,tue,204,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
61,57,retired,married,university.degree,no,yes,no,cellular,apr,thu,374,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
62,38,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,252,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
63,46,admin.,married,university.degree,no,yes,no,telephone,may,tue,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
64,37,unemployed,single,university.degree,no,yes,yes,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
65,45,admin.,single,university.degree,no,no,no,cellular,aug,thu,505,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
66,36,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,16,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
67,40,unemployed,single,high.school,no,yes,no,cellular,jul,mon,300,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
68,38,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,180,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
69,25,self-employed,married,university.degree,no,yes,no,telephone,may,fri,274,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
70,30,blue-collar,single,basic.6y,no,yes,no,telephone,jul,tue,135,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
71,43,management,married,professional.course,no,no,no,cellular,nov,tue,257,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
72,31,technician,married,professional.course,no,yes,no,telephone,may,wed,157,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
73,53,management,married,university.degree,no,no,no,cellular,jul,tue,477,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
74,37,services,married,high.school,no,yes,yes,cellular,may,thu,436,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
75,33,services,single,basic.9y,no,yes,no,cellular,apr,thu,483,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
76,44,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
77,38,blue-collar,married,basic.6y,no,yes,no,telephone,jul,thu,389,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
78,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,7,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7020000000000001,4991.6,no
79,47,management,married,university.degree,no,yes,no,cellular,jul,wed,123,1,999,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,5076.2,no
80,59,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,92,1,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,no
81,31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
82,56,management,married,university.degree,no,yes,yes,cellular,nov,wed,104,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
83,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,135,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
84,41,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,854,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
85,41,management,divorced,basic.6y,no,yes,no,cellular,nov,thu,147,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
86,35,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,149,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
87,58,retired,married,basic.9y,no,no,yes,cellular,may,wed,144,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
88,25,self-employed,married,professional.course,no,yes,no,telephone,jun,wed,394,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
89,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,523,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
90,28,services,single,high.school,no,no,no,cellular,jul,wed,73,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
91,55,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,197,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
92,32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,114,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
93,75,retired,married,basic.4y,no,no,no,cellular,apr,tue,109,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
94,29,management,married,university.degree,no,no,yes,cellular,aug,wed,181,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
95,45,management,married,university.degree,no,yes,no,cellular,may,thu,239,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
96,38,admin.,divorced,university.degree,no,no,no,cellular,apr,mon,360,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
97,24,services,single,professional.course,no,yes,no,telephone,may,mon,314,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
98,41,technician,married,professional.course,no,yes,no,cellular,aug,mon,984,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
99,58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,663,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
100,34,admin.,married,university.degree,no,no,yes,telephone,may,wed,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
101,34,admin.,married,university.degree,no,no,no,cellular,nov,mon,141,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.05,4963.6,no
102,37,technician,divorced,professional.course,no,no,no,telephone,may,wed,374,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
103,53,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,706,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
104,54,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,797,14,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
105,32,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,250,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
106,42,admin.,married,high.school,no,yes,no,cellular,jul,fri,311,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
107,28,technician,single,professional.course,no,yes,no,cellular,aug,thu,63,2,3,1,success,-2.9,92.20100000000001,-31.4,0.851,5076.2,yes
108,33,services,single,high.school,no,yes,no,telephone,may,fri,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
109,41,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,148,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
110,31,services,married,high.school,no,no,yes,cellular,nov,thu,49,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
111,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,257,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
112,82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,279,3,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes
113,28,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,113,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
114,31,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,309,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6,yes
115,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
116,54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
117,31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,152,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
118,31,admin.,single,high.school,no,yes,yes,cellular,may,wed,149,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
119,32,unemployed,married,high.school,no,yes,no,cellular,nov,thu,640,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
120,46,admin.,single,high.school,no,yes,no,cellular,nov,mon,199,2,999,2,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6,no
121,47,admin.,single,high.school,no,no,no,cellular,may,mon,1114,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
122,32,admin.,single,high.school,no,no,no,cellular,nov,mon,74,2,999,2,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6,no
123,45,admin.,married,high.school,no,yes,no,cellular,oct,fri,738,3,6,1,success,-1.1,94.601,-49.5,1.0290000000000001,4963.6,yes
124,32,admin.,married,university.degree,no,yes,no,cellular,may,fri,374,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
125,49,services,married,high.school,no,yes,no,telephone,may,fri,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
126,46,admin.,married,high.school,no,yes,yes,telephone,jun,wed,148,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
127,46,blue-collar,married,professional.course,no,no,no,cellular,nov,fri,383,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.028,4963.6,no
128,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,35,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
129,44,technician,married,professional.course,no,no,no,telephone,may,fri,124,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
130,47,technician,married,university.degree,no,yes,no,cellular,aug,wed,345,7,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
131,40,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,951,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
132,57,retired,single,professional.course,no,yes,no,telephone,may,mon,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
133,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,809,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
134,34,management,married,university.degree,no,yes,yes,telephone,jun,wed,192,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
135,42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
136,56,retired,married,high.school,no,no,no,cellular,may,mon,317,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
137,41,management,married,university.degree,no,yes,no,cellular,may,thu,93,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
138,44,admin.,married,high.school,no,yes,no,cellular,aug,fri,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
139,50,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,293,3,3,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
140,54,self-employed,married,high.school,no,no,no,cellular,aug,tue,119,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
141,51,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,393,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
142,30,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,30,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
143,47,services,single,basic.9y,no,no,no,cellular,nov,tue,187,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
144,35,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,113,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
145,58,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,64,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
146,50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,629,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
147,41,technician,married,professional.course,no,no,no,telephone,may,tue,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
148,38,technician,married,university.degree,no,yes,no,cellular,may,wed,147,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
149,32,student,single,university.degree,no,no,no,cellular,nov,thu,151,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
150,21,student,single,high.school,no,no,no,cellular,aug,tue,259,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,no
151,42,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,888,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
152,55,services,married,basic.9y,no,no,no,cellular,aug,wed,76,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
153,29,admin.,single,high.school,no,yes,no,telephone,nov,mon,207,1,6,1,success,-1.1,94.76700000000001,-50.8,1.05,4963.6,no
154,53,management,married,basic.4y,no,yes,no,cellular,nov,wed,63,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
155,35,management,married,university.degree,no,yes,no,cellular,nov,wed,265,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
156,46,services,married,professional.course,no,yes,no,telephone,may,tue,273,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
157,32,technician,married,professional.course,no,no,no,cellular,jul,tue,711,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
158,41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,88,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
159,28,admin.,married,university.degree,no,no,no,cellular,may,tue,72,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
160,24,services,single,university.degree,no,no,no,cellular,jul,thu,113,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
161,30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
162,22,student,single,high.school,no,no,yes,cellular,jul,fri,154,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
163,32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,126,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
164,38,technician,single,professional.course,no,yes,no,cellular,may,mon,202,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
165,59,retired,married,basic.4y,no,no,no,telephone,apr,tue,353,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
166,31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
167,76,retired,single,basic.4y,no,no,no,cellular,nov,mon,347,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
168,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,686,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
169,59,retired,married,basic.4y,no,yes,no,cellular,aug,fri,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
170,28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,225,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
171,33,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,474,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
172,41,services,married,high.school,no,no,no,cellular,mar,wed,377,6,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.778,5099.1,yes
173,35,technician,married,professional.course,no,no,no,cellular,jul,thu,126,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
174,53,management,married,university.degree,no,no,no,cellular,aug,mon,313,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
175,35,technician,single,professional.course,no,yes,no,cellular,may,thu,141,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
176,34,housemaid,single,university.degree,no,no,no,telephone,jun,thu,267,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
177,42,admin.,married,basic.9y,no,no,no,telephone,apr,mon,406,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
178,36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,151,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
179,44,admin.,married,high.school,no,no,no,telephone,may,wed,228,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
180,50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
181,36,admin.,married,university.degree,no,yes,no,cellular,sep,fri,355,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,no
182,27,technician,married,professional.course,no,no,no,cellular,jul,thu,102,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
183,25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,35,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
184,29,management,married,university.degree,no,yes,yes,cellular,aug,tue,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
185,44,admin.,married,high.school,no,no,no,telephone,may,wed,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
186,30,admin.,single,high.school,no,yes,no,cellular,jul,wed,605,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
187,37,self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,585,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
188,57,technician,married,basic.9y,no,no,no,cellular,jul,tue,94,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
189,32,technician,married,professional.course,no,yes,no,cellular,jul,thu,255,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
190,54,admin.,married,professional.course,no,no,no,cellular,nov,tue,1868,2,10,1,success,-1.1,94.76700000000001,-50.8,1.035,4963.6,yes
